goodreads_book_id,genre_final
23219,"['romance', 'fiction', 'nonfiction']"
23220,"['romance', 'mystery', 'fiction']"
23221,"['romance', 'fiction', 'children']"
23223,"['romance', 'fiction', 'nonfiction']"
23224,"['horror', 'fantasy', 'romance']"
23225,"['horror', 'romance', 'fantasy']"
23228,"['romance', 'fiction', 'fantasy']"
23232,"['poetry', 'fiction', 'romance']"
23289,"['fiction', 'historical', 'nonfiction']"
23316,"['fiction', 'historical', 'horror']"
23419,"['philosophy', 'fiction', 'historical']"
23422,"['fiction', 'philosophy', 'nonfiction']"
23426,"['fiction', 'philosophy', 'romance']"
23454,"['fantasy', 'fiction', 'horror']"
23522,"['fiction', 'historical', 'fantasy']"
23529,"['graphic', 'fiction', 'horror']"
23534,"['fiction', 'poetry', 'historical']"
23577,"['fiction', 'nonfiction', 'historical']"
23686,"['graphic', 'fantasy', 'fiction']"
23753,"['graphic', 'fantasy', 'fiction']"
23754,"['graphic', 'fantasy', 'fiction']"
23772,"['children', 'fiction', 'historical']"
23807,"['mystery', 'fiction', 'horror']"
23814,"['historical', 'fiction', 'horror']"
23875,"['fiction', 'historical', 'fantasy']"
23876,"['fiction', 'fantasy', 'historical']"
23878,"['fiction', 'historical', 'fantasy']"
23884,"['fiction', 'historical', 'fantasy']"
23885,"['fiction', 'nonfiction', 'fantasy']"
23887,"['fiction', 'fantasy', 'poetry']"
23919,"['historical', 'poetry', 'horror']"
23940,"['fiction', 'historical', 'mystery']"
23955,"['fiction', 'historical', 'mystery']"
23960,"['fiction', 'mystery', 'poetry']"
23965,"['fiction', 'mystery', 'historical']"
23966,"['fiction', 'mystery', 'historical']"
24019,"['fiction', 'nonfiction']"
24093,"['fantasy', 'fiction', 'children']"
24094,"['fantasy', 'fiction', 'children']"
24096,"['historical', 'fiction', 'nonfiction']"
24100,"['fiction', 'historical', 'romance']"
24113,"['nonfiction', 'fiction', 'philosophy']"
24128,"['historical', 'fiction', 'poetry']"
24137,"['fiction', 'children', 'historical']"
24178,"['children', 'historical', 'fiction']"
24192,"['mystery', 'fiction', 'nonfiction']"
24213,"['historical', 'fantasy', 'children']"
24215,"['children', 'historical', 'fantasy']"
24244,"['mystery', 'fiction', 'horror']"
24271,"['fantasy', 'children', 'fiction']"
24280,"['historical', 'fiction', 'romance']"
24335,"['children', 'historical', 'fiction']"
24337,"['fantasy', 'children', 'fiction']"
24384,"['children', 'fiction', 'historical']"
24408,"['fiction', 'children', 'historical']"
24431,"['fantasy', 'fiction', 'horror']"
24472,"['fiction', 'romance', 'historical']"
24475,"['fiction', 'nonfiction', 'poetry']"
24476,"['fiction', 'poetry', 'historical']"
24494,"['graphic', 'fiction', 'children']"
24580,"['fiction', 'children', 'historical']"
24583,"['historical', 'fiction', 'children']"
24687,"['historical', 'fiction', 'nonfiction']"
24724,"['fiction', 'historical', 'nonfiction']"
24731,"['fiction', 'children', 'nonfiction']"
24761,"['fantasy', 'fiction', 'children']"
24765,"['sci-fi', 'fiction', 'fantasy']"
24766,"['fantasy', 'horror', 'fiction']"
24767,"['fantasy', 'horror', 'fiction']"
24768,"['sci-fi', 'fiction', 'fantasy']"
24769,"['fantasy', 'horror', 'fiction']"
24770,"['sci-fi', 'fiction', 'fantasy']"
24779,"['fantasy', 'children', 'fiction']"
24780,"['fantasy', 'children', 'fiction']"
24781,"['fantasy', 'children', 'fiction']"
24782,"['fantasy', 'children', 'fiction']"
24784,"['fantasy', 'children', 'fiction']"
24790,"['historical', 'fiction', 'nonfiction']"
24796,"['fiction', 'historical', 'horror']"
24800,"['horror', 'fiction', 'mystery']"
24807,"['fiction', 'nonfiction', 'historical']"
24812,"['graphic', 'fiction', 'children']"
24813,"['graphic', 'fiction', 'children']"
24814,"['graphic', 'fiction', 'children']"
24815,"['graphic', 'children', 'fiction']"
24816,"['graphic', 'fiction', 'children']"
24818,"['graphic', 'fiction', 'children']"
24830,"['fiction', 'sci-fi', 'nonfiction']"
24861,"['fiction', 'historical', 'philosophy']"
24870,"['fantasy', 'fiction', 'sci-fi']"
24929,"['fiction', 'fantasy', 'horror']"
24937,"['fiction', 'fantasy', 'children']"
24938,"['poetry', 'fantasy', 'fiction']"
24963,"['children', 'fantasy', 'fiction']"
24965,"['philosophy', 'fiction', 'historical']"
24983,"['fiction', 'sci-fi', 'fantasy']"
25014,"['historical', 'fiction', 'nonfiction']"
25017,"['fiction', 'historical', 'nonfiction']"
25019,"['historical', 'fiction', 'mystery']"
25051,"['children', 'fiction', 'fantasy']"
25052,"['children', 'fiction', 'fantasy']"
25053,"['children', 'fiction', 'fantasy']"
25078,"['fiction', 'nonfiction', 'philosophy']"
25099,"['graphic', 'fantasy', 'fiction']"
25100,"['graphic', 'fantasy', 'fiction']"
25101,"['graphic', 'fantasy', 'fiction']"
25102,"['graphic', 'fantasy', 'fiction']"
25103,"['graphic', 'fantasy', 'fiction']"
25104,"['graphic', 'fantasy', 'fiction']"
25105,"['graphic', 'fantasy', 'fiction']"
25106,"['graphic', 'fiction', 'fantasy']"
25148,"['fiction', 'nonfiction', 'historical']"
25176,"['mystery', 'fiction', 'nonfiction']"
25179,"['fiction', 'historical', 'graphic']"
25190,"['romance', 'fiction', 'children']"
25200,"['fiction', 'philosophy', 'historical']"
25295,"['fantasy', 'fiction', 'horror']"
25307,"['philosophy', 'fiction', 'historical']"
25346,"['fiction', 'children', 'poetry']"
25347,"['fiction', 'philosophy', 'historical']"
25350,"['fiction', 'sci-fi', 'fantasy']"
25354,"['fiction', 'historical', 'romance']"
25365,"['mystery', 'fiction', 'horror']"
25373,"['romance', 'fiction', 'poetry']"
25378,"['poetry', 'historical', 'fiction']"
25403,"['fiction', 'philosophy', 'romance']"
25460,"['fiction', 'historical', 'nonfiction']"
25657,"['fiction', 'historical', 'romance']"
25669,"['historical', 'fiction', 'philosophy']"
25698,"['nonfiction', 'fiction', 'historical']"
25790,"['fantasy', 'fiction', 'nonfiction']"
25807,"['mystery', 'fiction', 'historical']"
25955,"['fiction', 'philosophy', 'graphic']"
26023,"['historical', 'fiction', 'romance']"
26046,"['romance', 'horror', 'fantasy']"
26050,"['romance', 'mystery', 'fiction']"
26085,"['graphic', 'fiction', 'mystery']"
26097,"['fiction', 'philosophy', 'historical']"
26101,"['fiction', 'nonfiction', 'historical']"
26114,"['fiction', 'historical', 'philosophy']"
26123,"['fiction', 'philosophy', 'romance']"
26324,"['philosophy', 'fiction', 'nonfiction']"
26329,"['fiction', 'nonfiction', 'philosophy']"
26435,"['philosophy', 'fiction', 'historical']"
26506,"['romance', 'fiction', 'children']"
26581,"['romance', 'fiction', 'fantasy']"
26582,"['romance', 'fiction', 'fantasy']"
26596,"['poetry', 'historical', 'fiction']"
26599,"['poetry', 'historical', 'fiction']"
26661,"['fiction', 'philosophy', 'poetry']"
26722,"['mystery', 'fiction', 'horror']"
26999,"['fantasy', 'fiction', 'mystery']"
27000,"['fantasy', 'fiction', 'mystery']"
27001,"['fiction', 'fantasy', 'mystery']"
27002,"['fantasy', 'fiction', 'mystery']"
27003,"['fantasy', 'fiction', 'mystery']"
27037,"['historical', 'philosophy', 'fiction']"
27126,"['romance', 'historical', 'fiction']"
27208,"['fiction', 'fantasy', 'historical']"
27252,"['fiction', 'historical', 'philosophy']"
27266,"['horror', 'fantasy', 'romance']"
27297,"['philosophy', 'historical', 'fiction']"
27298,"['fiction', 'historical', 'romance']"
27323,"['historical', 'fiction', 'nonfiction']"
27333,"['fiction', 'nonfiction', 'historical']"
27397,"['fiction', 'mystery', 'historical']"
27398,"['fiction', 'historical', 'mystery']"
27494,"['historical', 'fiction', 'poetry']"
27523,"['fiction', 'philosophy', 'fantasy']"
27525,"['fiction', 'philosophy', 'horror']"
27526,"['fiction', 'philosophy', 'mystery']"
27528,"['fiction', 'philosophy', 'fantasy']"
27530,"['fiction', 'philosophy', 'mystery']"
27712,"['fantasy', 'children', 'fiction']"
27822,"['fiction', 'poetry', 'romance']"
27999,"['fiction', 'nonfiction', 'poetry']"
28078,"['fiction', 'historical', 'romance']"
28116,"['historical', 'fiction', 'nonfiction']"
28184,"['mystery', 'fiction', 'romance']"
28186,"['fantasy', 'children', 'fiction']"
28187,"['fantasy', 'children', 'fiction']"
28194,"['fantasy', 'children', 'fiction']"
28195,"['children', 'fantasy', 'horror']"
28212,"['fiction', 'historical', 'nonfiction']"
28239,"['fiction', 'historical', 'horror']"
28248,"['fantasy', 'fiction', 'romance']"
28249,"['fantasy', 'fiction', 'horror']"
28250,"['fantasy', 'fiction', 'horror']"
28251,"['fantasy', 'fiction', 'romance']"
28351,"['children', 'fiction', 'historical']"
28381,"['fiction', 'historical', 'nonfiction']"
28407,"['fiction', 'historical', 'nonfiction']"
28481,"['fantasy', 'fiction', 'sci-fi']"
28482,"['fantasy', 'fiction', 'sci-fi']"
28483,"['fantasy', 'fiction', 'horror']"
28484,"['fantasy', 'fiction', 'sci-fi']"
28485,"['fantasy', 'fiction', 'sci-fi']"
28507,"['fantasy', 'fiction', 'horror']"
28541,"['fantasy', 'fiction', 'sci-fi']"
28547,"['fantasy', 'fiction', 'sci-fi']"
28553,"['fantasy', 'fiction', 'sci-fi']"
28568,"['mystery', 'fiction', 'poetry']"
28634,"['fiction', 'philosophy', 'historical']"
28635,"['fiction', 'philosophy', 'historical']"
28676,"['fiction', 'horror', 'mystery']"
28689,"['fantasy', 'fiction', 'horror']"
28691,"['fantasy', 'fiction', 'horror']"
28695,"['fantasy', 'fiction', 'sci-fi']"
28698,"['fantasy', 'fiction', 'horror']"
28700,"['fiction', 'historical', 'nonfiction']"
28703,"['fiction', 'nonfiction', 'poetry']"
28734,"['fantasy', 'fiction', 'romance']"
28735,"['fantasy', 'fiction', 'romance']"
28747,"['fiction', 'nonfiction', 'sci-fi']"
28759,"['fantasy', 'fiction', 'romance']"
28760,"['fantasy', 'fiction', 'romance']"
28815,"['fiction', 'philosophy', 'nonfiction']"
28859,"['fiction', 'philosophy', 'historical']"
28862,"['historical', 'philosophy', 'fiction']"
28866,"['horror', 'romance', 'fantasy']"
28876,"['fantasy', 'fiction', 'historical']"
28877,"['mystery', 'horror', 'fiction']"
28881,"['fiction', 'philosophy', 'fantasy']"
28899,"['fiction', 'children', 'fantasy']"
28921,"['fiction', 'historical', 'poetry']"
28922,"['fiction', 'historical', 'poetry']"
28923,"['fiction', 'mystery', 'historical']"
28940,"['fiction', 'mystery', 'historical']"
29022,"['historical', 'fiction', 'nonfiction']"
29034,"['historical', 'fiction', 'children']"
29036,"['historical', 'fiction', 'nonfiction']"
29044,"['fiction', 'mystery', 'historical']"
29059,"['fiction', 'poetry', 'horror']"
29127,"['fantasy', 'children', 'fiction']"
29187,"['fantasy', 'fiction', 'sci-fi']"
29209,"['historical', 'fiction', 'children']"
29254,"['philosophy', 'fiction', 'historical']"
29291,"['children', 'fiction', 'historical']"
29393,"['historical', 'poetry', 'nonfiction']"
29394,"['fantasy', 'fiction', 'horror']"
29396,"['fantasy', 'fiction', 'horror']"
29397,"['sci-fi', 'fiction', 'fantasy']"
29484,"['nonfiction', 'horror', 'fantasy']"
29486,"['historical', 'fiction', 'romance']"
29501,"['philosophy', 'fiction', 'nonfiction']"
29547,"['romance', 'fiction', 'nonfiction']"
29579,"['fiction', 'sci-fi', 'fantasy']"
29580,"['fiction', 'sci-fi', 'fantasy']"
29581,"['fiction', 'sci-fi', 'fantasy']"
29582,"['fiction', 'sci-fi', 'fantasy']"
29641,"['historical', 'fiction', 'romance']"
29744,"['nonfiction', 'fiction', 'historical']"
29797,"['historical', 'fiction', 'philosophy']"
29800,"['graphic', 'fiction', 'fantasy']"
29801,"['graphic', 'fiction', 'fantasy']"
29802,"['graphic', 'fiction', 'fantasy']"
29923,"['fiction', 'historical', 'horror']"
29925,"['fiction', 'historical', 'nonfiction']"
29946,"['fiction', 'philosophy', 'historical']"
29948,"['fiction', 'philosophy', 'romance']"
29981,"['fiction', 'horror', 'historical']"
29999,"['mystery', 'fiction', 'historical']"
30005,"['mystery', 'fiction', 'historical']"
30013,"['fiction', 'sci-fi', 'fantasy']"
30016,"['sci-fi', 'fiction', 'mystery']"
30036,"['fantasy', 'fiction', 'historical']"
30043,"['fiction', 'historical', 'nonfiction']"
30065,"['horror', 'fiction', 'graphic']"
30068,"['mystery', 'fiction', 'horror']"
30069,"['horror', 'graphic', 'fiction']"
30071,"['horror', 'graphic', 'fiction']"
30118,"['children', 'poetry', 'fiction']"
30119,"['children', 'poetry', 'fiction']"
30120,"['children', 'fiction', 'poetry']"
30122,"['children', 'poetry', 'fiction']"
30125,"['children', 'poetry', 'fiction']"
30183,"['horror', 'fantasy', 'romance']"
30224,"['fantasy', 'romance', 'horror']"
30225,"['horror', 'fantasy', 'romance']"
30226,"['fantasy', 'romance', 'horror']"
30228,"['horror', 'fantasy', 'romance']"
30240,"['fantasy', 'romance', 'horror']"
30241,"['horror', 'fantasy', 'romance']"
30242,"['horror', 'romance', 'fantasy']"
30243,"['fantasy', 'romance', 'horror']"
30244,"['horror', 'fantasy', 'romance']"
30245,"['horror', 'fantasy', 'romance']"
30246,"['horror', 'fantasy', 'romance']"
30248,"['horror', 'fantasy', 'romance']"
30259,"['fantasy', 'horror', 'romance']"
30260,"['fantasy', 'horror', 'romance']"
30262,"['fantasy', 'horror', 'romance']"
30263,"['fantasy', 'horror', 'romance']"
30264,"['fantasy', 'horror', 'fiction']"
30271,"['horror', 'fantasy', 'romance']"
30273,"['horror', 'fantasy', 'romance']"
30274,"['horror', 'fantasy', 'romance']"
30281,"['horror', 'fantasy', 'romance']"
30289,"['philosophy', 'historical', 'fiction']"
30292,"['philosophy', 'historical', 'fiction']"
30324,"['fantasy', 'horror', 'romance']"
30334,"['fantasy', 'romance', 'horror']"
30343,"['mystery', 'romance', 'fiction']"
30347,"['mystery', 'romance', 'fiction']"
30474,"['philosophy', 'fiction', 'nonfiction']"
30512,"['fiction', 'children', 'historical']"
30593,"['fiction', 'historical', 'poetry']"
30597,"['historical', 'fiction', 'horror']"
30633,"['philosophy', 'fiction', 'historical']"
30636,"['philosophy', 'fiction', 'historical']"
30658,"['philosophy', 'historical', 'fiction']"
30659,"['historical', 'philosophy', 'fiction']"
30672,"['fiction', 'historical', 'nonfiction']"
30852,"['fiction', 'historical', 'romance']"
30868,"['fiction', 'children', 'historical']"
30919,"['fiction', 'historical']"
30933,"['fiction', 'historical', 'philosophy']"
31072,"['fiction', 'historical', 'poetry']"
31087,"['fiction', 'historical', 'romance']"
31098,"['fiction', 'romance']"
31099,"['romance', 'fiction', 'children']"
31100,"['fiction', 'romance']"
31101,"['romance', 'fiction', 'nonfiction']"
31106,"['romance', 'fiction', 'children']"
31122,"['fiction', 'historical', 'romance']"
31157,"['fiction', 'philosophy', 'mystery']"
31168,"['historical', 'fiction', 'romance']"
31173,"['historical', 'fiction', 'romance']"
31175,"['fiction', 'historical', 'romance']"
31178,"['fiction', 'romance', 'nonfiction']"
31181,"['fiction', 'nonfiction', 'romance']"
31196,"['fiction', 'historical', 'philosophy']"
31231,"['mystery', 'fiction', 'horror']"
31242,"['historical', 'fiction', 'mystery']"
31244,"['historical', 'fiction', 'mystery']"
31250,"['historical', 'fiction', 'romance']"
31259,"['mystery', 'fiction', 'horror']"
31266,"['mystery', 'fiction', 'horror']"
31268,"['mystery', 'fiction', 'horror']"
31271,"['mystery', 'fiction', 'horror']"
31300,"['mystery', 'fiction', 'historical']"
31304,"['mystery', 'fiction', 'historical']"
31312,"['fiction', 'philosophy', 'romance']"
31313,"['romance', 'horror', 'fantasy']"
31314,"['children', 'fiction', 'poetry']"
31331,"['horror', 'fiction', 'fantasy']"
31332,"['horror', 'fantasy', 'fiction']"
31333,"['horror', 'fiction', 'fantasy']"
31334,"['romance', 'fiction', 'horror']"
31335,"['fiction', 'horror', 'historical']"
31336,"['horror', 'fantasy', 'fiction']"
31337,"['horror', 'fantasy', 'fiction']"
31338,"['horror', 'fantasy', 'fiction']"
31340,"['horror', 'fantasy', 'fiction']"
31341,"['horror', 'fantasy', 'fiction']"
31342,"['horror', 'fantasy', 'fiction']"
31343,"['horror', 'fiction', 'fantasy']"
31357,"['fantasy', 'fiction', 'historical']"
31360,"['fiction', 'sci-fi', 'fantasy']"
31374,"['mystery', 'fiction', 'horror']"
31426,"['poetry', 'historical', 'fiction']"
31456,"['children', 'fiction', 'nonfiction']"
31463,"['fiction', 'historical', 'nonfiction']"
31491,"['fiction', 'romance', 'historical']"
31493,"['fiction', 'romance', 'children']"
31548,"['fiction', 'historical', 'romance']"
31555,"['nonfiction', 'philosophy', 'fiction']"
31623,"['mystery', 'fiction', 'sci-fi']"
31741,"['fiction', 'nonfiction', 'fantasy']"
31795,"['philosophy', 'fiction', 'historical']"
31818,"['fiction', 'historical', 'philosophy']"
31819,"['philosophy', 'fiction', 'fantasy']"
31862,"['philosophy', 'fiction', 'historical']"
31975,"['graphic', 'sci-fi', 'fiction']"
31979,"['graphic', 'sci-fi', 'fiction']"
32067,"['historical', 'fiction', 'romance']"
32071,"['historical', 'fiction', 'romance']"
32085,"['fiction', 'historical', 'nonfiction']"
32127,"['fiction', 'children', 'mystery']"
32145,"['fiction', 'nonfiction', 'historical']"
32234,"['fiction', 'romance', 'nonfiction']"
32254,"['mystery', 'fiction', 'horror']"
32255,"['mystery', 'fiction', 'horror']"
32257,"['mystery', 'fiction', 'nonfiction']"
32258,"['mystery', 'fiction', 'nonfiction']"
32261,"['historical', 'fiction', 'romance']"
32263,"['mystery', 'fiction', 'horror']"
32276,"['nonfiction', 'fiction', 'philosophy']"
32349,"['fiction', 'philosophy', 'historical']"
32370,"['historical', 'fiction', 'nonfiction']"
32416,"['horror', 'mystery', 'fiction']"
32418,"['mystery', 'fiction', 'horror']"
32421,"['mystery', 'horror', 'fiction']"
32422,"['horror', 'mystery', 'fiction']"
32423,"['mystery', 'fiction', 'horror']"
32424,"['mystery', 'horror', 'fiction']"
32426,"['horror', 'mystery', 'fiction']"
32428,"['mystery', 'horror', 'fiction']"
32429,"['horror', 'mystery', 'fiction']"
32430,"['horror', 'mystery', 'fiction']"
32432,"['mystery', 'horror', 'fiction']"
32433,"['mystery', 'horror', 'fiction']"
32434,"['mystery', 'fiction', 'horror']"
32435,"['horror', 'mystery', 'fiction']"
32437,"['mystery', 'horror', 'fiction']"
32438,"['horror', 'mystery', 'fiction']"
32439,"['mystery', 'horror', 'fiction']"
32441,"['mystery', 'horror', 'fiction']"
32442,"['horror', 'mystery', 'fiction']"
32443,"['mystery', 'fiction', 'horror']"
32445,"['horror', 'mystery', 'fiction']"
32446,"['mystery', 'horror', 'fiction']"
32453,"['horror', 'mystery', 'fiction']"
32456,"['mystery', 'fiction', 'horror']"
32499,"['mystery', 'fiction', 'horror']"
32501,"['mystery', 'fiction', 'nonfiction']"
32502,"['mystery', 'fiction', 'horror']"
32504,"['mystery', 'fiction', 'horror']"
32505,"['mystery', 'fiction', 'horror']"
32506,"['mystery', 'fiction', 'horror']"
32507,"['mystery', 'fiction', 'romance']"
32508,"['mystery', 'fiction', 'nonfiction']"
32523,"['mystery', 'fiction', 'romance']"
32525,"['historical', 'fiction', 'nonfiction']"
32527,"['mystery', 'fiction', 'romance']"
32529,"['mystery', 'fiction', 'romance']"
32530,"['mystery', 'fiction', 'romance']"
32542,"['mystery', 'fiction', 'historical']"
32552,"['historical', 'poetry', 'fiction']"
32559,"['fiction', 'nonfiction', 'horror']"
32585,"['fiction', 'historical', 'philosophy']"
32626,"['horror', 'fiction', 'nonfiction']"
32628,"['horror', 'fantasy', 'fiction']"
32636,"['fantasy', 'fiction', 'horror']"
32638,"['horror', 'children', 'fantasy']"
32650,"['fiction', 'historical', 'romance']"
32669,"['fiction', 'mystery', 'horror']"
32682,"['mystery', 'fiction', 'horror']"
32692,"['fiction', 'mystery', 'horror']"
32767,"['horror', 'fiction', 'historical']"
32769,"['horror', 'fiction', 'fantasy']"
32807,"['fiction', 'mystery', 'horror']"
32812,"['historical', 'fiction', 'philosophy']"
32827,"['historical', 'fiction', 'sci-fi']"
32829,"['fiction', 'historical', 'sci-fi']"
32831,"['fiction', 'horror', 'fantasy']"
32929,"['children', 'historical', 'fiction']"
32979,"['mystery', 'children', 'fiction']"
32987,"['historical', 'fiction', 'nonfiction']"
33144,"['fiction', 'romance', 'horror']"
33293,"['nonfiction', 'fiction', 'children']"
33313,"['fiction', 'historical', 'nonfiction']"
33333,"['philosophy', 'fiction', 'historical']"
33335,"['fiction', 'philosophy', 'nonfiction']"
33356,"['fiction', 'sci-fi', 'fantasy']"
33418,"['nonfiction', 'fiction', 'sci-fi']"
33426,"['nonfiction', 'fiction', 'sci-fi']"
33441,"['fiction', 'fantasy', 'sci-fi']"
33443,"['mystery', 'fiction', 'romance']"
33449,"['fiction', 'nonfiction', 'poetry']"
33453,"['fiction', 'horror', 'fantasy']"
33454,"['horror', 'fiction', 'fantasy']"
33455,"['fiction', 'fantasy', 'horror']"
33456,"['fantasy', 'fiction', 'horror']"
33457,"['fiction', 'fantasy', 'horror']"
33458,"['fiction', 'fantasy', 'horror']"
33459,"['fiction', 'fantasy', 'horror']"
33507,"['fiction', 'historical', 'sci-fi']"
33512,"['fiction', 'historical', 'nonfiction']"
33514,"['fiction', 'poetry', 'nonfiction']"
33547,"['horror', 'fiction', 'mystery']"
33569,"['fiction', 'children', 'historical']"
33600,"['fiction', 'historical', 'horror']"
33609,"['fiction', 'historical', 'romance']"
33668,"['mystery', 'fiction', 'horror']"
33676,"['fantasy', 'fiction', 'sci-fi']"
33722,"['romance', 'fiction', 'nonfiction']"
33723,"['romance', 'nonfiction', 'fiction']"
33724,"['romance', 'fiction', 'nonfiction']"
33726,"['romance', 'fiction', 'mystery']"
33727,"['romance', 'fiction', 'mystery']"
33729,"['romance', 'fiction', 'mystery']"
33732,"['romance', 'fiction', 'nonfiction']"
33770,"['romance', 'fiction', 'children']"
33808,"['mystery', 'fiction', 'horror']"
33810,"['mystery', 'fiction', 'horror']"
33813,"['mystery', 'fiction', 'historical']"
33820,"['mystery', 'fiction', 'historical']"
33896,"['fiction', 'historical', 'horror']"
33906,"['fiction', 'romance', 'children']"
33917,"['fiction', 'children', 'nonfiction']"
33926,"['romance', 'fiction', 'nonfiction']"
34053,"['children', 'historical', 'fiction']"
34057,"['fiction', 'historical', 'horror']"
34072,"['graphic', 'fiction', 'children']"
34080,"['poetry', 'fiction', 'historical']"
34084,"['fantasy', 'nonfiction', 'fiction']"
34262,"['children', 'fantasy', 'fiction']"
34268,"['historical', 'children', 'fantasy']"
34295,"['fiction', 'romance', 'nonfiction']"
34310,"['fiction', 'romance', 'historical']"
34312,"['fiction', 'romance', 'historical']"
34451,"['fiction', 'nonfiction']"
34452,"['philosophy', 'fiction', 'historical']"
34484,"['fantasy', 'fiction', 'philosophy']"
34492,"['fantasy', 'fiction', 'children']"
34494,"['fantasy', 'fiction', 'children']"
34497,"['fantasy', 'fiction', 'sci-fi']"
34498,"['fantasy', 'fiction', 'nonfiction']"
34499,"['fantasy', 'fiction', 'sci-fi']"
34501,"['fantasy', 'fiction', 'children']"
34502,"['fantasy', 'fiction', 'horror']"
34503,"['fantasy', 'fiction', 'graphic']"
34504,"['fantasy', 'fiction', 'sci-fi']"
34506,"['fantasy', 'fiction', 'horror']"
34507,"['fantasy', 'fiction', 'sci-fi']"
34508,"['fantasy', 'fiction', 'sci-fi']"
34510,"['fantasy', 'fiction', 'sci-fi']"
34511,"['fiction', 'fantasy', 'horror']"
34517,"['fantasy', 'fiction', 'horror']"
34527,"['fantasy', 'fiction', 'mystery']"
34529,"['fantasy', 'fiction', 'sci-fi']"
34532,"['fantasy', 'fiction', 'horror']"
34534,"['fantasy', 'fiction', 'children']"
34541,"['fantasy', 'fiction', 'horror']"
34548,"['historical', 'fiction', 'nonfiction']"
34605,"['horror', 'fiction', 'fantasy']"
34760,"['fiction', 'philosophy', 'nonfiction']"
34871,"['horror', 'fantasy', 'fiction']"
34897,"['fantasy', 'fiction', 'horror']"
34898,"['children', 'fantasy', 'fiction']"
34919,"['fantasy', 'fiction', 'horror']"
34941,"['historical', 'fiction', 'sci-fi']"
34988,"['fantasy', 'fiction', 'horror']"
34993,"['mystery', 'fiction', 'horror']"
35100,"['historical', 'fiction', 'nonfiction']"
35125,"['fiction', 'sci-fi', 'horror']"
35210,"['fiction', 'philosophy', 'romance']"
35220,"['historical', 'fiction', 'children']"
35231,"['fantasy', 'fiction', 'horror']"
35233,"['fantasy', 'fiction', 'horror']"
35332,"['fiction', 'romance', 'philosophy']"
35354,"['mystery', 'fiction', 'romance']"
35430,"['historical', 'fiction', 'sci-fi']"
35476,"['historical', 'fiction', 'philosophy']"
35488,"['historical', 'fiction', 'nonfiction']"
35519,"['philosophy', 'historical', 'fiction']"
35539,"['historical', 'poetry', 'fiction']"
35729,"['horror', 'romance', 'fantasy']"
35743,"['fiction', 'historical', 'fantasy']"
35805,"['children', 'fiction', 'horror']"
35816,"['fiction', 'sci-fi', 'nonfiction']"
35921,"['sci-fi', 'fiction', 'fantasy']"
35982,"['fiction', 'historical', 'romance']"
36058,"['mystery', 'fiction', 'horror']"
36064,"['mystery', 'fiction', 'historical']"
36071,"['fiction', 'philosophy', 'poetry']"
36072,"['fiction', 'philosophy', 'poetry']"
36076,"['fiction', 'philosophy', 'romance']"
36086,"['historical', 'fiction', 'nonfiction']"
36159,"['fantasy', 'fiction', 'sci-fi']"
36315,"['horror', 'fiction', 'nonfiction']"
36529,"['historical', 'fiction', 'children']"
36638,"['children', 'fiction', 'fantasy']"
37034,"['horror', 'fiction', 'mystery']"
37095,"['fiction', 'romance', 'historical']"
37100,"['mystery', 'fiction', 'historical']"
37186,"['children', 'fiction', 'fantasy']"
37187,"['children', 'fiction', 'fantasy']"
37190,"['children', 'fantasy', 'fiction']"
37296,"['mystery', 'fiction']"
37297,"['mystery', 'fiction', 'horror']"
37298,"['mystery', 'fiction', 'philosophy']"
37300,"['mystery', 'fiction', 'horror']"
37301,"['mystery', 'fiction', 'nonfiction']"
37302,"['mystery', 'fiction', 'horror']"
37303,"['mystery', 'fiction']"
37304,"['mystery', 'fiction', 'nonfiction']"
37338,"['romance', 'mystery', 'fiction']"
37377,"['children', 'fiction', 'poetry']"
37380,"['fiction', 'historical', 'nonfiction']"
37398,"['fiction', 'historical', 'nonfiction']"
37415,"['fiction', 'historical', 'children']"
37426,"['fiction', 'romance', 'children']"
37435,"['fiction', 'historical', 'romance']"
37442,"['fantasy', 'fiction', 'children']"
37451,"['romance', 'fiction', 'children']"
37470,"['fiction', 'historical', 'romance']"
37526,"['historical', 'fiction', 'poetry']"
37586,"['fantasy', 'sci-fi', 'children']"
37619,"['fiction', 'historical', 'horror']"
37677,"['historical', 'fiction', 'horror']"
37732,"['children', 'fiction', 'historical']"
37737,"['children', 'fiction', 'historical']"
37738,"['children', 'fiction', 'historical']"
37739,"['children', 'fiction', 'historical']"
37741,"['children', 'fiction', 'historical']"
37743,"['romance', 'fiction', 'children']"
37781,"['fiction', 'historical', 'children']"
37793,"['fiction', 'romance', 'historical']"
37847,"['fiction', 'historical', 'nonfiction']"
37875,"['fiction', 'nonfiction', 'philosophy']"
38030,"['romance', 'mystery', 'fiction']"
38169,"['fiction', 'sci-fi', 'historical']"
38180,"['fiction', 'sci-fi', 'historical']"
38210,"['philosophy', 'fiction', 'romance']"
38262,"['historical', 'fiction', 'children']"
38296,"['historical', 'fiction', 'horror']"
38315,"['nonfiction', 'fiction', 'philosophy']"
38333,"['fiction', 'graphic', 'sci-fi']"
38412,"['nonfiction', 'fiction', 'historical']"
38447,"['fiction', 'sci-fi', 'historical']"
38462,"['fiction', 'historical', 'romance']"
38500,"['fiction', 'historical', 'poetry']"
38501,"['fiction', 'historical', 'poetry']"
