book_id,cont,itemcf,pop,svd,hybrid_score
7028,0.784473733146297,0.0,0.0,0.0,0.0784473733146297
7049,0.6133444330232258,0.0,0.0,0.0,0.061334443302322586
7059,0.7690737140439547,0.0,0.0,0.0,0.07690737140439548
7060,0.6673023313603379,0.0,0.0,0.0,0.0667302331360338
7079,0.6383253466028782,0.0,0.0,0.0,0.06383253466028782
7111,0.6783411017252505,0.0,0.0,0.0,0.06783411017252505
7172,0.5921127361509244,0.0,0.0,0.0,0.059211273615092444
7199,0.683727410592539,0.0,0.0,0.0,0.06837274105925391
7205,0.5557979878470249,0.0,0.0,0.0,0.0555797987847025
7227,0.7470928483649035,0.0,0.0,0.0,0.07470928483649035
7261,0.6857360014585268,0.0,0.0,0.0,0.06857360014585268
7273,0.5909912616005781,0.0,0.0,0.0,0.059099126160057816
7277,0.6453525182360731,0.0,0.0,0.0,0.06453525182360731
7291,0.6168375040807375,0.0,0.0,0.0,0.06168375040807375
7339,0.561212834376567,0.0,0.0,0.0,0.056121283437656704
7341,0.555845047488378,0.0,0.0,0.0,0.055584504748837804
7356,0.7726720642540723,0.0,0.0,0.0,0.07726720642540724
7370,0.7260123552419684,0.0,0.0,0.0,0.07260123552419684
7375,0.6438418154324488,0.0,0.0,0.0,0.06438418154324488
7402,0.6936026696976696,0.0,0.0,0.0,0.06936026696976696
7478,0.6577627127638488,0.0,0.0,0.0,0.06577627127638488
7518,0.7642648502380633,0.0,0.0,0.0,0.07642648502380633
7563,0.5647533525206572,0.0,0.0,0.0,0.05647533525206572
7564,0.7035438660399804,0.0,0.0,0.0,0.07035438660399805
7592,0.7807872900010051,0.0,0.0,0.0,0.07807872900010052
7615,0.8152152850714138,0.0,0.0,0.0,0.0815215285071414
7669,0.6709855123943789,0.0,0.0,0.0,0.06709855123943789
7686,0.5868696371644146,0.0,0.0,0.0,0.05868696371644147
7727,0.5829049891297136,0.0,0.0,0.0,0.05829049891297136
7755,0.6185563031002952,0.0,0.0,0.0,0.061855630310029525
7756,0.5926227709077656,0.0,0.0,0.0,0.05926227709077656
7770,0.6389031532131471,0.0,0.0,0.0,0.06389031532131471
7779,0.5968428154336978,0.0,0.0,0.0,0.05968428154336978
7845,0.6252865501835743,0.0,0.0,0.0,0.06252865501835743
7849,0.604715029184089,0.0,0.0,0.0,0.06047150291840891
7856,0.7256412308849505,0.0,0.0,0.0,0.07256412308849505
7859,0.645404199415073,0.0,0.0,0.0,0.0645404199415073
7860,0.5638289463361064,0.0,0.0,0.0,0.05638289463361064
7876,0.8133106154801992,0.0,0.0,0.0,0.08133106154801993
7910,0.5968064420770298,0.0,0.0,0.0,0.059680644207702985
7912,0.6543453193430626,0.0,0.0,0.0,0.06543453193430626
7923,0.7042136077103069,0.0,0.0,0.0,0.0704213607710307
7998,0.9365317711554833,0.0,0.0,0.0,0.09365317711554833
8000,0.635890002639848,0.0,0.0,0.0,0.0635890002639848
8007,0.6233348644443037,0.0,0.0,0.0,0.062333486444430375
8014,0.5599049607035145,0.0,0.0,0.0,0.05599049607035145
8033,0.9106085306368832,0.0,0.0,0.0,0.09106085306368833
8047,0.5623483130099056,0.0,0.0,0.0,0.056234831300990565
8048,0.5764996604573223,0.0,0.0,0.0,0.05764996604573223
8056,0.6601783728111594,0.0,0.0,0.0,0.06601783728111595
8079,0.6534433165236169,0.0,0.0,0.0,0.06534433165236168
8105,0.8251094348337102,0.0,0.0,0.0,0.08251094348337103
8114,0.7419927209847208,0.0,0.0,0.0,0.07419927209847209
8115,0.6607577981313786,0.0,0.0,0.0,0.06607577981313786
8120,0.5766677090386014,0.0,0.0,0.0,0.057666770903860146
8195,0.6710502482626224,0.0,0.0,0.0,0.06710502482626224
8223,0.6117036442151615,0.0,0.0,0.0,0.06117036442151616
8224,0.5768553409298505,0.0,0.0,0.0,0.05768553409298505
8235,0.7248638928090652,0.0,0.0,0.0,0.07248638928090652
8255,0.5665034091895065,0.0,0.0,0.0,0.05665034091895065
8286,0.7619676085701104,0.0,0.0,0.0,0.07619676085701105
8289,0.6587428126723456,0.0,0.0,0.0,0.06587428126723456
8296,0.7518111475968616,0.0,0.0,0.0,0.07518111475968617
8313,0.5833329411764572,0.0,0.0,0.0,0.05833329411764572
8353,0.6051676209569183,0.0,0.0,0.0,0.06051676209569184
8360,0.6409519063394367,0.0,0.0,0.0,0.06409519063394367
8375,0.6036002506677076,0.0,0.0,0.0,0.06036002506677077
8411,0.8132731107209408,0.0,0.0,0.0,0.08132731107209408
8435,0.5879064091913682,0.0,0.0,0.0,0.05879064091913682
8463,0.8723834136884625,0.0,0.0,0.0,0.08723834136884626
8469,0.6085023843834045,0.0,0.0,0.0,0.060850238438340455
8470,0.5690833916482765,0.0,0.0,0.0,0.056908339164827654
8508,0.5871292270200759,0.0,0.0,0.0,0.05871292270200759
8515,0.7801435565877561,0.0,0.0,0.0,0.07801435565877562
8537,0.598849096858391,0.0,0.0,0.0,0.05988490968583911
8598,0.8324478096812218,0.0,0.0,0.0,0.08324478096812218
8613,0.7970895427067366,0.0,0.0,0.0,0.07970895427067366
8659,0.7300729946595186,0.0,0.0,0.0,0.07300729946595186
8666,0.6724696240489851,0.0,0.0,0.0,0.06724696240489851
8671,0.7149133438704494,0.0,0.0,0.0,0.07149133438704494
8704,0.6704787985683374,0.0,0.0,0.0,0.06704787985683373
8789,0.704479593076236,0.0,0.0,0.0,0.0704479593076236
8792,0.6893741727110343,0.0,0.0,0.0,0.06893741727110343
8828,0.6608184792474538,0.0,0.0,0.0,0.06608184792474539
8843,0.6092406524171883,0.0,0.0,0.0,0.06092406524171883
8878,0.6214331906955406,0.0,0.0,0.0,0.06214331906955406
8907,0.5762412299339312,0.0,0.0,0.0,0.057624122993393125
8992,0.6831013137529627,0.0,0.0,0.0,0.06831013137529628
9038,0.6810588229128083,0.0,0.0,0.0,0.06810588229128083
9100,0.5971121260764325,0.0,0.0,0.0,0.059711212607643255
9107,0.5799646527319715,0.0,0.0,0.0,0.057996465273197156
9123,0.6076907506005857,0.0,0.0,0.0,0.060769075060058575
9172,0.6235065615190605,0.0,0.0,0.0,0.06235065615190605
9250,0.7620026860833882,0.0,0.0,0.0,0.07620026860833883
9275,0.6489264316246266,0.0,0.0,0.0,0.06489264316246267
9291,0.7493143651291523,0.0,0.0,0.0,0.07493143651291523
9292,0.6443883474837178,0.0,0.0,0.0,0.06443883474837178
9296,0.6692553418577436,0.0,0.0,0.0,0.06692553418577436
9302,0.6283745685982989,0.0,0.0,0.0,0.06283745685982989
9379,0.5940892980964663,0.0,0.0,0.0,0.05940892980964663
9391,0.6782633102904547,0.0,0.0,0.0,0.06782633102904548
9456,0.5663396067016875,0.0,0.0,0.0,0.05663396067016875
9517,0.5621951833962386,0.0,0.0,0.0,0.05621951833962387
9537,0.6248548813630712,0.0,0.0,0.0,0.062485488136307124
9587,0.67975246191963,0.0,0.0,0.0,0.067975246191963
9606,0.5616111746317654,0.0,0.0,0.0,0.056161117463176535
9651,0.5968103052277414,0.0,0.0,0.0,0.05968103052277414
9688,0.8099595659959542,0.0,0.0,0.0,0.08099595659959542
9689,0.592246035948732,0.0,0.0,0.0,0.05922460359487321
9700,0.6049934834901889,0.0,0.0,0.0,0.06049934834901889
9720,0.5948090885973458,0.0,0.0,0.0,0.05948090885973459
9754,0.6406049898547468,0.0,0.0,0.0,0.06406049898547468
9759,0.8056583559177912,0.0,0.0,0.0,0.08056583559177913
9765,0.7372686984505701,0.0,0.0,0.0,0.07372686984505701
9790,0.596002966198053,0.0,0.0,0.0,0.05960029661980531
9833,0.5624456927913446,0.0,0.0,0.0,0.05624456927913446
9884,0.6081432542716694,0.0,0.0,0.0,0.06081432542716694
9887,0.6934709080631125,0.0,0.0,0.0,0.06934709080631125
9899,0.6019481529538155,0.0,0.0,0.0,0.06019481529538156
9934,0.7875219372230517,0.0,0.0,0.0,0.07875219372230519
9944,0.7536607840750806,0.0,0.0,0.0,0.07536607840750807
9960,0.6127553717546508,0.0,0.0,0.0,0.06127553717546508
9978,0.6863049953057381,0.0,0.0,0.0,0.0686304995305738
9990,0.6501398914064247,0.0,0.0,0.0,0.06501398914064248
9991,0.5839084335560762,0.0,0.0,0.0,0.058390843355607625
